order	family	subfamily	genus	clade	species	common_name	gaa_name	synonymies	itis_names	aweb_uid	uri/guid	taxon_notes_public
Anura	Hylidae	Hylinae	Dendropsophus		pauiniensis		Dendropsophus pauiniensis		Hyla pauiniensis	899	http://amphibiaweb.org/species/899	
Anura	Hylidae	Hylinae	Dendropsophus		pelidna		Dendropsophus pelidna		Hyla pelidna	900	http://amphibiaweb.org/species/900	
Anura	Hylidae	Hylinae	Dendropsophus		phlebodes	San Carlos Treefrog	Dendropsophus phlebodes		Hyla phlebodes	905	http://amphibiaweb.org/species/905	
Anura	Hylidae	Hylinae	Dendropsophus		praestans		Dendropsophus praestans		Hyla praestans	917	http://amphibiaweb.org/species/917	
Anura	Hylidae	Hylinae	Dendropsophus		pseudomeridianus		Dendropsophus pseudomeridianus		Hyla pseudomeridiana	6122	http://amphibiaweb.org/species/6122	
Anura	Hylidae	Hylinae	Dendropsophus		reichlei		Dendropsophus reichlei			7201	http://amphibiaweb.org/species/7201	
Anura	Hylidae	Hylinae	Dendropsophus		rhea		Dendropsophus rhea		Hyla rhea	5468	http://amphibiaweb.org/species/5468	
Anura	Hylidae	Hylinae	Dendropsophus		rhodopeplus		Dendropsophus rhodopeplus		Hyla rhodopepla	930	http://amphibiaweb.org/species/930	
Anura	Hylidae	Hylinae	Dendropsophus		riveroi		Dendropsophus riveroi		Hyla riveroi	931	http://amphibiaweb.org/species/931	
Anura	Hylidae	Hylinae	Dendropsophus		robertmertensi		Dendropsophus robertmertensi		Hyla robertmertensi	933	http://amphibiaweb.org/species/933	
Anura	Hylidae	Hylinae	Dendropsophus		rossalleni		Dendropsophus rossalleni		Hyla rossalleni	938	http://amphibiaweb.org/species/938	
Anura	Hylidae	Hylinae	Dendropsophus		rubicundulus	Lagoa Santa's Tree Frog, pererequinha-verde	Dendropsophus rubicundulus		Hyla rubicundula	939	http://amphibiaweb.org/species/939	
Anura	Hylidae	Hylinae	Dendropsophus		ruschii		Dendropsophus ruschii		Hyla ruschii	942	http://amphibiaweb.org/species/942	
Anura	Hylidae	Hylinae	Dendropsophus		salli					7620	http://amphibiaweb.org/species/7620	
Anura	Hylidae	Hylinae	Dendropsophus		sanborni		Dendropsophus sanborni		Hyla sanborni	945	http://amphibiaweb.org/species/945	
Anura	Hylidae	Hylinae	Dendropsophus		sarayacuensis	Sarayacu Treefrog, Shreve's Sarayacu Treefrog, Ranita de Sarayacu	Dendropsophus sarayacuensis		Hyla sarayacuensis, Hyla leucophyllata sarayacuensis	948	http://amphibiaweb.org/species/948	
Anura	Hylidae	Hylinae	Dendropsophus		sartori		Dendropsophus sartori		Hyla sartori, Hyla microcephala sartori	950	http://amphibiaweb.org/species/950	
Anura	Hylidae	Hylinae	Dendropsophus		schubarti		Dendropsophus schubarti		Hyla schubarti	954	http://amphibiaweb.org/species/954	
Anura	Hylidae	Hylinae	Dendropsophus		seniculus		Dendropsophus seniculus		Hyla senicula	957	http://amphibiaweb.org/species/957	
Anura	Hylidae	Hylinae	Dendropsophus		soaresi		Dendropsophus soaresi		Hyla soaresi	964	http://amphibiaweb.org/species/964	
Anura	Hylidae	Hylinae	Dendropsophus		stingi		Dendropsophus stingi		Hyla stingi	967	http://amphibiaweb.org/species/967	
Anura	Hylidae	Hylinae	Dendropsophus		studerae		Dendropsophus studerae		Hyla studerae	6242	http://amphibiaweb.org/species/6242	
Anura	Hylidae	Hylinae	Dendropsophus		subocularis		Dendropsophus subocularis		Hyla subocularis	968	http://amphibiaweb.org/species/968	
Anura	Hylidae	Hylinae	Dendropsophus		timbeba		Dendropsophus timbeba		Hyla timbeba	976	http://amphibiaweb.org/species/976	
Anura	Hylidae	Hylinae	Dendropsophus		tintinnabulum		Dendropsophus tintinnabulum		Hyla tintinnabulum	977	http://amphibiaweb.org/species/977	
Anura	Hylidae	Hylinae	Dendropsophus		triangulum		Dendropsophus triangulum		Hyla triangulum	979	http://amphibiaweb.org/species/979	
Anura	Hylidae	Hylinae	Dendropsophus		tritaeniatus		Dendropsophus tritaeniatus		Hyla tritaeniata	980	http://amphibiaweb.org/species/980	
Anura	Hylidae	Hylinae	Dendropsophus		virolinensis		Dendropsophus virolinensis		Hyla virolinensis	5798	http://amphibiaweb.org/species/5798	
Anura	Hylidae	Hylinae	Dendropsophus		walfordi		Dendropsophus walfordi		Hyla walfordi	6124	http://amphibiaweb.org/species/6124	
Anura	Hylidae	Hylinae	Dendropsophus		warreni		Hyla warreni			993	http://amphibiaweb.org/species/993	
Anura	Hylidae	Hylinae	Dendropsophus		werneri		Dendropsophus werneri		Hyla baileyi, Hyla werneri	6467	http://amphibiaweb.org/species/6467	
Anura	Hylidae	Hylinae	Dendropsophus		xapuriensis		Dendropsophus xapuriensis		Hyla xapuriensis	998	http://amphibiaweb.org/species/998	
Anura	Hylidae	Hylinae	Dendropsophus		yaracuyanus		Dendropsophus yaracuyanus		Hyla yaracuyana	5528	http://amphibiaweb.org/species/5528	
Anura	Hylidae	Hylinae	Duellmanohyla		chamulae		Duellmanohyla chamulae			687	http://amphibiaweb.org/species/687	
Anura	Hylidae	Hylinae	Duellmanohyla		ignicolor		Duellmanohyla ignicolor		Ptychohyla ignicolor	688	http://amphibiaweb.org/species/688	
Anura	Hylidae	Hylinae	Duellmanohyla		lythrodes		Duellmanohyla lythrodes			689	http://amphibiaweb.org/species/689	
Anura	Hylidae	Hylinae	Duellmanohyla		rufioculis		Duellmanohyla rufioculis			690	http://amphibiaweb.org/species/690	
Anura	Hylidae	Hylinae	Duellmanohyla		salvavida	Honduran Brook Frog	Duellmanohyla salvavida			691	http://amphibiaweb.org/species/691	
Anura	Hylidae	Hylinae	Duellmanohyla		schmidtorum		Duellmanohyla schmidtorum		Ptychohyla schmidtorum	692	http://amphibiaweb.org/species/692	
Anura	Hylidae	Hylinae	Duellmanohyla		soralia		Duellmanohyla soralia			693	http://amphibiaweb.org/species/693	
Anura	Hylidae	Hylinae	Duellmanohyla		uranochroa	Red-eyed Stream Frog	Duellmanohyla uranochroa			694	http://amphibiaweb.org/species/694	
Anura	Hylidae	Hylinae	Ecnomiohyla		echinata		Ecnomiohyla echinata		Hyla echinata	787	http://amphibiaweb.org/species/787	
Anura	Hylidae	Hylinae	Ecnomiohyla		fimbrimembra	Fringe-limbed Treefrog	Ecnomiohyla fimbrimembra		Hyla fimbrimembra	796	http://amphibiaweb.org/species/796	
Anura	Hylidae	Hylinae	Ecnomiohyla		miliaria	Fringe-limbed Ttreefrog	Ecnomiohyla miliaria		Hyla miliaria	871	http://amphibiaweb.org/species/871	
Anura	Hylidae	Hylinae	Ecnomiohyla		minera		Ecnomiohyla minera		Hyla minera	6461	http://amphibiaweb.org/species/6461	
Anura	Hylidae	Hylinae	Ecnomiohyla		miotympanum		Ecnomiohyla miotympanum		Hyla miotympanum	876	http://amphibiaweb.org/species/876	
Anura	Hylidae	Hylinae	Ecnomiohyla		phantasmagoria		Ecnomiohyla phantasmagoria			6462	http://amphibiaweb.org/species/6462	
Anura	Hylidae	Hylinae	Ecnomiohyla		rabborum	Rabbs' Fringe-limbed Treefrog	Ecnomiohyla rabborum			7233	http://amphibiaweb.org/species/7233	
Anura	Hylidae	Hylinae	Ecnomiohyla		salvaje		Ecnomiohyla salvaje		Hyla salvaje	944	http://amphibiaweb.org/species/944	
Anura	Hylidae	Hylinae	Ecnomiohyla		sukia	Shaman Fringe-limb Frog				7595	http://amphibiaweb.org/species/7595	
Anura	Hylidae	Hylinae	Ecnomiohyla		thysanota		Ecnomiohyla thysanota		Hyla thysanota	974	http://amphibiaweb.org/species/974	
Anura	Hylidae	Hylinae	Ecnomiohyla		tuberculosa		Ecnomiohyla tuberculosa		Hyla tuberculosa	984	http://amphibiaweb.org/species/984	
Anura	Hylidae	Hylinae	Ecnomiohyla		valancifer		Ecnomiohyla valancifer		Hyla valancifer	986	http://amphibiaweb.org/species/986	
Anura	Hylidae	Hylinae	Exerodonta		abdivita		Exerodonta abdivita		Hyla abdivita	6269	http://amphibiaweb.org/species/6269	
Anura	Hylidae	Hylinae	Exerodonta		bivocata	Chiapan Highlands Treefrog	Exerodonta bivocata		Hyla bivocata	6453	http://amphibiaweb.org/species/6453	
Anura	Hylidae	Hylinae	Exerodonta		catracha		Exerodonta catracha		Hyla catracha	756	http://amphibiaweb.org/species/756	
Anura	Hylidae	Hylinae	Exerodonta		chimalapa		Exerodonta chimalapa		Hyla chimalapa	764	http://amphibiaweb.org/species/764	
Anura	Hylidae	Hylinae	Exerodonta		juanitae		Exerodonta juanitae		Hyla juanitae	833	http://amphibiaweb.org/species/833	
Anura	Hylidae	Hylinae	Exerodonta		melanomma		Exerodonta melanomma		Hyla melanomma	863	http://amphibiaweb.org/species/863	
Anura	Hylidae	Hylinae	Exerodonta		perkinsi		Exerodonta perkinsi		Hyla perkinsi	904	http://amphibiaweb.org/species/904	
Anura	Hylidae	Hylinae	Exerodonta		pinorum		Exerodonta pinorum		Hyla pinorum	913	http://amphibiaweb.org/species/913	
Anura	Hylidae	Hylinae	Exerodonta		smaragdina		Exerodonta smaragdina		Hyla smaragdina	962	http://amphibiaweb.org/species/962	
Anura	Hylidae	Hylinae	Exerodonta		sumichrasti		Exerodonta sumichrasti		Hyla sumichrasti	969	http://amphibiaweb.org/species/969	
Anura	Hylidae	Hylinae	Exerodonta		xera		Exerodonta xera		Hyla xera	999	http://amphibiaweb.org/species/999	
Anura	Hylidae	Hylinae	Hyla		andersonii	Pine Barrens Treefrog	Hyla andersonii			714	http://amphibiaweb.org/species/714	
Anura	Hylidae	Hylinae	Hyla		annectans		Hyla annectans			716	http://amphibiaweb.org/species/716	
Anura	Hylidae	Hylinae	Hyla		arborea	Common Tree Frog	Hyla arborea			718	http://amphibiaweb.org/species/718	
Anura	Hylidae	Hylinae	Hyla		arboricola		Hyla arboricola			6451	http://amphibiaweb.org/species/6451	
Anura	Hylidae	Hylinae	Hyla		arenicolor	Canyon Treefrog	Hyla arenicolor			720	http://amphibiaweb.org/species/720	
Anura	Hylidae	Hylinae	Hyla		avivoca	Bird-voiced Treefrog	Hyla avivoca			728	http://amphibiaweb.org/species/728	
Anura	Hylidae	Hylinae	Hyla		bocourti		Hyla bocourti			740	http://amphibiaweb.org/species/740	
Anura	Hylidae	Hylinae	Hyla		chinensis	Chinese Tree Toad	Hyla chinensis			765	http://amphibiaweb.org/species/765	
Anura	Hylidae	Hylinae	Hyla		chrysoscelis	Cope's Gray Treefrog	Hyla chrysoscelis			768	http://amphibiaweb.org/species/768	
Anura	Hylidae	Hylinae	Hyla		cinerea	Green Treefrog	Hyla cinerea		Calamita cinereus	769	http://amphibiaweb.org/species/769	
Anura	Hylidae	Hylinae	Hyla		euphorbiacea		Hyla euphorbiacea			790	http://amphibiaweb.org/species/790	
Anura	Hylidae	Hylinae	Hyla		eximia	Mountain Treefrog, Madrean Treefrog	Hyla eximia		Hyla gracilipes, Hyla cardenasi	791	http://amphibiaweb.org/species/791	
Anura	Hylidae	Hylinae	Hyla		felixarabica					7490	http://amphibiaweb.org/species/7490	
Anura	Hylidae	Hylinae	Hyla		femoralis	Pine Woods Treefrog	Hyla femoralis			794	http://amphibiaweb.org/species/794	
Anura	Hylidae	Hylinae	Hyla		gratiosa	Barking Treefrog	Hyla gratiosa			808	http://amphibiaweb.org/species/808	
Anura	Hylidae	Hylinae	Hyla		hallowellii	Hallowell's Tree Frog	Hyla hallowellii			813	http://amphibiaweb.org/species/813	
Anura	Hylidae	Hylinae	Hyla		heinzsteinitzi		Hyla heinzsteinitzi			6924	http://amphibiaweb.org/species/6924	
Anura	Hylidae	Hylinae	Hyla		immaculata		Hyla immaculata			6473	http://amphibiaweb.org/species/6473	
Anura	Hylidae	Hylinae	Hyla		intermedia		Hyla intermedia			828	http://amphibiaweb.org/species/828	
Anura	Hylidae	Hylinae	Hyla		japonica	Japanese Tree Frog	Hyla japonica		Hyla stepheni	832	http://amphibiaweb.org/species/832	
Anura	Hylidae	Hylinae	Hyla		melacaena		Isthmohyla melacaena			6882	http://amphibiaweb.org/species/6882	
Anura	Hylidae	Hylinae	Hyla		meridionalis	Mediterranean Tree Frog, Stripeless Tree Frog, Reineta meridional, Ustribet løvfrø, Mittelmeer laubfrosch, Vahemere lehekonn, Ranita meridional, Hegoaldeka zuhaitz-igela, Rainette méridionale, Râ, Raganella meridionale, Raganella baritono, Mediterrane boo	Hyla meridionalis			867	http://amphibiaweb.org/species/867	
Anura	Hylidae	Hylinae	Hyla	arborea	molleri					7269	http://amphibiaweb.org/species/7269	
Anura	Hylidae	Hylinae	Hyla		orientalis					7317	http://amphibiaweb.org/species/7317	
Anura	Hylidae	Hylinae	Hyla		plicata		Hyla plicata			915	http://amphibiaweb.org/species/915	
Anura	Hylidae	Hylinae	Hyla		sanchiangensis		Hyla sanchiangensis			946	http://amphibiaweb.org/species/946	
Anura	Hylidae	Hylinae	Hyla		sarda	Sardinian Tree Frog, Tyrrhenian Tree Frog, Sardischer laubfrosch, Tyrrhenischer laubfrosch, Rainette Sarde, Raganella sarda, Raganella tirrenica, Sardijnse boomkikker	Hyla sarda			949	http://amphibiaweb.org/species/949	
Anura	Hylidae	Hylinae	Hyla		savignyi	Lemon-Yellow Tree Frog	Hyla savignyi			951	http://amphibiaweb.org/species/951	
Anura	Hylidae	Hylinae	Hyla		simplex		Hyla simplex			960	http://amphibiaweb.org/species/960	
Anura	Hylidae	Hylinae	Hyla		squirella	Squirrel Treefrog	Hyla squirella			965	http://amphibiaweb.org/species/965	
Anura	Hylidae	Hylinae	Hyla		suweonensis		Hyla suweonensis			971	http://amphibiaweb.org/species/971	
Anura	Hylidae	Hylinae	Hyla		tsinlingensis		Hyla tsinlingensis			983	http://amphibiaweb.org/species/983	
Anura	Hylidae	Hylinae	Hyla		ussuriensis				Hyla stepheni	6123	http://amphibiaweb.org/species/6123	
Anura	Hylidae	Hylinae	Hyla		versicolor	Eastern Gray Treefrog	Hyla versicolor			989	http://amphibiaweb.org/species/989	
Anura	Hylidae	Hylinae	Hyla		walkeri		Hyla walkeri			992	http://amphibiaweb.org/species/992	
Anura	Hylidae	Hylinae	Hyla		wrightorum	Arizona Treefrog	Hyla wrightorum		Hyla regilla wrightorum	6125	http://amphibiaweb.org/species/6125	
Anura	Hylidae	Hylinae	Hyla		zhaopingensis		Hyla zhaopingensis			1001	http://amphibiaweb.org/species/1001	
Anura	Hylidae	Hylinae	Hylomantis		aspera		Hylomantis aspera		Phyllomedusa aspera	623	http://amphibiaweb.org/species/623	
Anura	Hylidae	Hylinae	Hylomantis		buckleyi		Hylomantis buckleyi		Phyllomedusa buckleyi	644	http://amphibiaweb.org/species/644	
Anura	Hylidae	Hylinae	Hylomantis		danieli		Hylomantis danieli		Phyllomedusa danieli	648	http://amphibiaweb.org/species/648	
Anura	Hylidae	Hylinae	Hylomantis		granulosa		Hylomantis granulosa			624	http://amphibiaweb.org/species/624	
Anura	Hylidae	Hylinae	Hylomantis		hulli		Hylomantis hulli		Phyllomedusa hulli	652	http://amphibiaweb.org/species/652	
Anura	Hylidae	Hylinae	Hylomantis		medinae		Hylomantis medinae		Phyllomedusa medinae, Phyllomedusa medinai, Hylomantis medinai	656	http://amphibiaweb.org/species/656	
Anura	Hylidae	Hylinae	Hylomantis		psilopygion		Hylomantis psilopygion		Phyllomedusa psilopygion	659	http://amphibiaweb.org/species/659	
Anura	Hylidae	Hylinae	Hyloscirtus		albopunctulatus		Hyloscirtus albopunctulatus		Hyla albopunctulata	703	http://amphibiaweb.org/species/703	
Anura	Hylidae	Hylinae	Hyloscirtus		alytolylax		Hyloscirtus alytolylax		Hyla alytolylax	710	http://amphibiaweb.org/species/710	
Anura	Hylidae	Hylinae	Hyloscirtus		armatus		Hyloscirtus armatus		Hyla armata	723	http://amphibiaweb.org/species/723	
Anura	Hylidae	Hylinae	Hyloscirtus		bogotensis		Hyloscirtus bogotensis		Hyla bogotensis	741	http://amphibiaweb.org/species/741	
Anura	Hylidae	Hylinae	Hyloscirtus		callipeza		Hyloscirtus callipeza		Hyla callipeza	749	http://amphibiaweb.org/species/749	
Anura	Hylidae	Hylinae	Hyloscirtus		caucanus		Hyloscirtus caucanus		Hyla caucana	757	http://amphibiaweb.org/species/757	
Anura	Hylidae	Hylinae	Hyloscirtus		charazani		Hyloscirtus charazani		Hyla charazani	763	http://amphibiaweb.org/species/763	
Anura	Hylidae	Hylinae	Hyloscirtus		chlorosteus		Hyloscirtus chlorosteus		Hyla chlorostea	766	http://amphibiaweb.org/species/766	
Anura	Hylidae	Hylinae	Hyloscirtus		colymba		Hyloscirtus colymba		Hyla colymba	774	http://amphibiaweb.org/species/774	
Anura	Hylidae	Hylinae	Hyloscirtus		criptico					7844	http://amphibiaweb.org/species/7844	
Anura	Hylidae	Hylinae	Hyloscirtus		denticulentus		Hyloscirtus denticulentus		Hyla denticulenta	784	http://amphibiaweb.org/species/784	
Anura	Hylidae	Hylinae	Hyloscirtus		estevesi		Hyloscirtus estevesi		Hyalinobatrachium estevesi, Centrolenella estevesi	6450	http://amphibiaweb.org/species/6450	
Anura	Hylidae	Hylinae	Hyloscirtus		jahni		Hyloscirtus jahni		Hyla jahni	831	http://amphibiaweb.org/species/831	
Anura	Hylidae	Hylinae	Hyloscirtus		larinopygion		Hyloscirtus larinopygion		Hyla larinopygion	842	http://amphibiaweb.org/species/842	
Anura	Hylidae	Hylinae	Hyloscirtus		lascinius		Hyloscirtus lascinius		Hyla lascinia	843	http://amphibiaweb.org/species/843	
Anura	Hylidae	Hylinae	Hyloscirtus		lindae		Hyloscirtus lindae		Hyla lindae	850	http://amphibiaweb.org/species/850	
Anura	Hylidae	Hylinae	Hyloscirtus		lynchi		Hyloscirtus lynchi		Hyla lynchi	855	http://amphibiaweb.org/species/855	
Anura	Hylidae	Hylinae	Hyloscirtus		pacha		Hyloscirtus pacha		Hyla pacha	892	http://amphibiaweb.org/species/892	
Anura	Hylidae	Hylinae	Hyloscirtus		palmeri		Hyloscirtus palmeri		Hyla palmeri	895	http://amphibiaweb.org/species/895	
Anura	Hylidae	Hylinae	Hyloscirtus		pantostictus		Hyloscirtus pantostictus		Hyla pantosticta	896	http://amphibiaweb.org/species/896	
Anura	Hylidae	Hylinae	Hyloscirtus		phyllognathus		Hyloscirtus phyllognathus		Hyla phyllognatha	906	http://amphibiaweb.org/species/906	
Anura	Hylidae	Hylinae	Hyloscirtus		piceigularis		Hyloscirtus piceigularis		Hyla piceigularis	908	http://amphibiaweb.org/species/908	
Anura	Hylidae	Hylinae	Hyloscirtus		platydactylus		Hyloscirtus platydactylus		Hyla platydactyla	914	http://amphibiaweb.org/species/914	
Anura	Hylidae	Hylinae	Hyloscirtus		princecharlesi	Prince Charles stream tree frog				7845	http://amphibiaweb.org/species/7845	
Anura	Hylidae	Hylinae	Hyloscirtus		psarolaimus		Hyloscirtus psarolaimus		Hyla psarolaima	919	http://amphibiaweb.org/species/919	
Anura	Hylidae	Hylinae	Hyloscirtus		ptychodactylus		Hyloscirtus ptychodactylus		Hyla ptychodactyla	922	http://amphibiaweb.org/species/922	
Anura	Hylidae	Hylinae	Hyloscirtus		sarampiona		Hyloscirtus sarampiona		Hyla sarampiona	947	http://amphibiaweb.org/species/947	
Anura	Hylidae	Hylinae	Hyloscirtus		simmonsi		Hyloscirtus simmonsi		Hyla simmonsi	959	http://amphibiaweb.org/species/959	
Anura	Hylidae	Hylinae	Hyloscirtus		staufferorum		Hyloscirtus staufferorum		Hyla staufferorum	966	http://amphibiaweb.org/species/966	
Anura	Hylidae	Hylinae	Hyloscirtus		tapichalaca		Hyloscirtus tapichalaca		Hyla tapichalaca	6190	http://amphibiaweb.org/species/6190	
Anura	Hylidae	Hylinae	Hyloscirtus		tigrinus					7171	http://amphibiaweb.org/species/7171	
Anura	Hylidae	Hylinae	Hyloscirtus		torrenticola		Hyloscirtus torrenticola		Hyla torrenticola	978	http://amphibiaweb.org/species/978	
Anura	Hylidae	Hylinae	Hypsiboas		aguilari					7532	http://amphibiaweb.org/species/7532	
Anura	Hylidae	Hylinae	Hypsiboas		albomarginatus		Hypsiboas albomarginatus		Hyla albomarginata	700	http://amphibiaweb.org/species/700	
Anura	Hylidae	Hylinae	Hypsiboas		alboniger		Hypsiboas alboniger		Hyla albonigra	701	http://amphibiaweb.org/species/701	
Anura	Hylidae	Hylinae	Hypsiboas		albopunctatus		Hypsiboas albopunctatus		Hyla albopunctata	702	http://amphibiaweb.org/species/702	
Anura	Hylidae	Hylinae	Hypsiboas		alemani		Hypsiboas alemani		Hyla alemani	706	http://amphibiaweb.org/species/706	
Anura	Hylidae	Hylinae	Hypsiboas		atlanticus		Hypsiboas atlanticus		Hyla atlantica	726	http://amphibiaweb.org/species/726	
Anura	Hylidae	Hylinae	Hypsiboas		balzani		Hypsiboas balzani		Hyla balzani	730	http://amphibiaweb.org/species/730	
Anura	Hylidae	Hylinae	Hypsiboas		beckeri	Perereca-de-pijama	Hypsiboas beckeri			6452	http://amphibiaweb.org/species/6452	
Anura	Hylidae	Hylinae	Hypsiboas		benitezi		Hypsiboas benitezi		Hyla benitezi	732	http://amphibiaweb.org/species/732	
Anura	Hylidae	Hylinae	Hypsiboas		bischoffi		Hypsiboas bischoffi		Hyla bischoffi	737	http://amphibiaweb.org/species/737	
Anura	Hylidae	Hylinae	Hypsiboas		boans		Hypsiboas boans		Hyla boans, Rana boans	739	http://amphibiaweb.org/species/739	
Anura	Hylidae	Hylinae	Hypsiboas		botumirim					7478	http://amphibiaweb.org/species/7478	
Anura	Hylidae	Hylinae	Hypsiboas		buriti		Hypsiboas buriti		Hyla buriti	5462	http://amphibiaweb.org/species/5462	
Anura	Hylidae	Hylinae	Hypsiboas		caingua		Hypsiboas caingua		Hyla caingua	747	http://amphibiaweb.org/species/747	
Anura	Hylidae	Hylinae	Hypsiboas		caipora					7101	http://amphibiaweb.org/species/7101	
Anura	Hylidae	Hylinae	Hypsiboas		calcaratus		Hypsiboas calcaratus		Hyla calcarata	748	http://amphibiaweb.org/species/748	
Anura	Hylidae	Hylinae	Hypsiboas		callipleura		Hypsiboas callipleura		Hyla callipleura	6454	http://amphibiaweb.org/species/6454	
Anura	Hylidae	Hylinae	Hypsiboas		cinerascens		Hypsiboas cinerascens		Hyla cinerascens	807	http://amphibiaweb.org/species/807	
