order	family	subfamily	genus	clade	species	common_name	gaa_name	synonymies	itis_names	aweb_uid	uri/guid	taxon_notes_public
Anura	Hemiphractidae		Gastrotheca		ochoai		Gastrotheca ochoai			1390	http://amphibiaweb.org/species/1390	
Anura	Hemiphractidae		Gastrotheca		orophylax		Gastrotheca orophylax			1391	http://amphibiaweb.org/species/1391	
Anura	Hemiphractidae		Gastrotheca		ossilaginis		Gastrotheca ossilaginis			6660	http://amphibiaweb.org/species/6660	
Anura	Hemiphractidae		Gastrotheca		ovifera		Gastrotheca ovifera			1392	http://amphibiaweb.org/species/1392	
Anura	Hemiphractidae		Gastrotheca		pacchamama		Gastrotheca pacchamama			1393	http://amphibiaweb.org/species/1393	
Anura	Hemiphractidae		Gastrotheca		pachachacae					7659	http://amphibiaweb.org/species/7659	
Anura	Hemiphractidae		Gastrotheca		peruana		Gastrotheca peruana			1394	http://amphibiaweb.org/species/1394	
Anura	Hemiphractidae		Gastrotheca		phalarosa		Gastrotheca phalarosa			6661	http://amphibiaweb.org/species/6661	
Anura	Hemiphractidae		Gastrotheca		phelloderma					7736	http://amphibiaweb.org/species/7736	
Anura	Hemiphractidae		Gastrotheca		piperata		Gastrotheca piperata			6444	http://amphibiaweb.org/species/6444	
Anura	Hemiphractidae		Gastrotheca		plumbea		Gastrotheca plumbea			1395	http://amphibiaweb.org/species/1395	
Anura	Hemiphractidae		Gastrotheca		prasina					7895	http://amphibiaweb.org/species/7895	
Anura	Hemiphractidae		Gastrotheca		pseustes		Gastrotheca pseustes			1396	http://amphibiaweb.org/species/1396	
Anura	Hemiphractidae		Gastrotheca		psychrophila		Gastrotheca psychrophila			1397	http://amphibiaweb.org/species/1397	
Anura	Hemiphractidae		Gastrotheca		pulchra		Gastrotheca pulchra			7139	http://amphibiaweb.org/species/7139	
Anura	Hemiphractidae		Gastrotheca		rebeccae		Gastrotheca rebeccae			1398	http://amphibiaweb.org/species/1398	
Anura	Hemiphractidae		Gastrotheca		recava					7896	http://amphibiaweb.org/species/7896	
Anura	Hemiphractidae		Gastrotheca		riobambae		Gastrotheca riobambae			1399	http://amphibiaweb.org/species/1399	
Anura	Hemiphractidae		Gastrotheca		ruizi		Gastrotheca ruizi			1400	http://amphibiaweb.org/species/1400	
Anura	Hemiphractidae		Gastrotheca		splendens		Gastrotheca splendens			1401	http://amphibiaweb.org/species/1401	
Anura	Hemiphractidae		Gastrotheca		stictopleura		Gastrotheca stictopleura			6824	http://amphibiaweb.org/species/6824	
Anura	Hemiphractidae		Gastrotheca		testudinea		Gastrotheca testudinea		Gastrotheca viviparum, Nototrema testudineum, Nototrema viviparum	1402	http://amphibiaweb.org/species/1402	
Anura	Hemiphractidae		Gastrotheca		trachyceps	Cerro Munchique Marsupial Frog	Gastrotheca trachyceps			1403	http://amphibiaweb.org/species/1403	
Anura	Hemiphractidae		Gastrotheca		walkeri		Gastrotheca walkeri			1404	http://amphibiaweb.org/species/1404	
Anura	Hemiphractidae		Gastrotheca		weinlandii		Gastrotheca weinlandii			1405	http://amphibiaweb.org/species/1405	
Anura	Hemiphractidae		Gastrotheca		williamsoni		Gastrotheca williamsoni			1406	http://amphibiaweb.org/species/1406	
Anura	Hemiphractidae		Gastrotheca		zeugocystis		Gastrotheca zeugocystis			6290	http://amphibiaweb.org/species/6290	
Anura	Hemiphractidae		Hemiphractus		bubalus		Hemiphractus bubalus		Cerathyla braconnieri, Cerathyla bubalus, Cerathyla palmarum	1408	http://amphibiaweb.org/species/1408	
Anura	Hemiphractidae		Hemiphractus		fasciatus		Hemiphractus fasciatus		Cerathyla fasciatus, Cerathyla panamensis, Hemiphractus panamensis	1409	http://amphibiaweb.org/species/1409	
Anura	Hemiphractidae		Hemiphractus		helioi		Hemiphractus helioi			5831	http://amphibiaweb.org/species/5831	
Anura	Hemiphractidae		Hemiphractus		johnsoni		Hemiphractus johnsoni			1410	http://amphibiaweb.org/species/1410	
Anura	Hemiphractidae		Hemiphractus		proboscideus	Sumaco Horned Treefrog	Hemiphractus proboscideus		Cerathyla cristata, Cerathyla proboscidea, Ceratohyla cristata	1411	http://amphibiaweb.org/species/1411	
Anura	Hemiphractidae		Hemiphractus		scutatus		Hemiphractus scutatus		Hemiphractus divaricatus, Rana scutata, Stombus scutatus	1412	http://amphibiaweb.org/species/1412	
Anura	Hemiphractidae		Stefania		ackawaio		Stefania ackawaio			6019	http://amphibiaweb.org/species/6019	
Anura	Hemiphractidae		Stefania		ayangannae		Stefania ayangannae			6018	http://amphibiaweb.org/species/6018	
Anura	Hemiphractidae		Stefania		breweri		Stefania breweri			6212	http://amphibiaweb.org/species/6212	
Anura	Hemiphractidae		Stefania		coxi		Stefania coxi			6020	http://amphibiaweb.org/species/6020	
Anura	Hemiphractidae		Stefania		evansi		Stefania evansi			1414	http://amphibiaweb.org/species/1414	
Anura	Hemiphractidae		Stefania		ginesi		Stefania ginesi			1415	http://amphibiaweb.org/species/1415	
Anura	Hemiphractidae		Stefania		goini		Stefania goini			1416	http://amphibiaweb.org/species/1416	
Anura	Hemiphractidae		Stefania		marahuaquensis		Stefania marahuaquensis			1417	http://amphibiaweb.org/species/1417	
Anura	Hemiphractidae		Stefania		neblinae					7500	http://amphibiaweb.org/species/7500	
Anura	Hemiphractidae		Stefania		oculosa		Stefania oculosa			5695	http://amphibiaweb.org/species/5695	
Anura	Hemiphractidae		Stefania		percristata		Stefania percristata			5859	http://amphibiaweb.org/species/5859	
Anura	Hemiphractidae		Stefania		riae		Stefania riae			1418	http://amphibiaweb.org/species/1418	
Anura	Hemiphractidae		Stefania		riveroi		Stefania riveroi			5696	http://amphibiaweb.org/species/5696	
Anura	Hemiphractidae		Stefania		roraimae		Stefania roraimae			1419	http://amphibiaweb.org/species/1419	
Anura	Hemiphractidae		Stefania		satelles		Stefania satelles			5697	http://amphibiaweb.org/species/5697	
Anura	Hemiphractidae		Stefania		scalae		Stefania scalae			5698	http://amphibiaweb.org/species/5698	
Anura	Hemiphractidae		Stefania		schuberti		Stefania schuberti			5699	http://amphibiaweb.org/species/5699	
Anura	Hemiphractidae		Stefania		tamacuarina		Stefania tamacuarina			5700	http://amphibiaweb.org/species/5700	
Anura	Hemiphractidae		Stefania		woodleyi		Stefania woodleyi			1420	http://amphibiaweb.org/species/1420	
Anura	Hemisotidae		Hemisus		barotseensis		Hemisus barotseensis			6031	http://amphibiaweb.org/species/6031	
Anura	Hemisotidae		Hemisus		brachydactylus		Hemisus brachydactylus			1509	http://amphibiaweb.org/species/1509	
Anura	Hemisotidae		Hemisus		guineensis		Hemisus guineensis			1510	http://amphibiaweb.org/species/1510	
Anura	Hemisotidae		Hemisus		guttatus	Spotted Snout-Burrower, Spotted Shovel-nosed Frog, Spotted Burrowing Frog	Hemisus guttatus			1511	http://amphibiaweb.org/species/1511	
Anura	Hemisotidae		Hemisus		marmoratus	Shovel-nosed frog, Marbled snout-burrower	Hemisus marmoratus			1512	http://amphibiaweb.org/species/1512	
Anura	Hemisotidae		Hemisus		microscaphus		Hemisus microscaphus			1513	http://amphibiaweb.org/species/1513	
Anura	Hemisotidae		Hemisus		olivaceus	Olive Snout-burrower	Hemisus olivaceus			1514	http://amphibiaweb.org/species/1514	
Anura	Hemisotidae		Hemisus		perreti		Hemisus perreti			1515	http://amphibiaweb.org/species/1515	
Anura	Hemisotidae		Hemisus		wittei		Hemisus wittei			1516	http://amphibiaweb.org/species/1516	
Anura	Hylidae	Hylinae	Acris		blanchardi	Blanchard's Cricket Frog				7142	http://amphibiaweb.org/species/7142	
Anura	Hylidae	Hylinae	Acris		crepitans	Northern Cricket Frog	Acris crepitans			670	http://amphibiaweb.org/species/670	
Anura	Hylidae	Hylinae	Acris		gryllus	Southern Cricket Frog, Florida  Cricket Frog (<i>A. g. dorsalis</i>), Southern Cricket Frog (<i>A. g. gryllus</i>)	Acris gryllus			671	http://amphibiaweb.org/species/671	
Anura	Hylidae	Hylinae	Anotheca		spinosa	Coronated Treefrog	Anotheca spinosa			673	http://amphibiaweb.org/species/673	
Anura	Hylidae	Hylinae	Aparasphenodon		arapapa	Bahia's broad-snout casque-headed tree frog				7315	http://amphibiaweb.org/species/7315	
Anura	Hylidae	Hylinae	Aparasphenodon		bokermanni		Aparasphenodon bokermanni			675	http://amphibiaweb.org/species/675	
Anura	Hylidae	Hylinae	Aparasphenodon		brunoi		Aparasphenodon brunoi			676	http://amphibiaweb.org/species/676	
Anura	Hylidae	Hylinae	Aparasphenodon		venezolanus	Venezuela Casque-headed Frog	Aparasphenodon venezolanus		Corythomantis venezolana	677	http://amphibiaweb.org/species/677	
Anura	Hylidae	Hylinae	Aplastodiscus		albofrenatus		Aplastodiscus albofrenatus		Hyla albofrenata	697	http://amphibiaweb.org/species/697	
Anura	Hylidae	Hylinae	Aplastodiscus		albosignatus		Aplastodiscus albosignatus		Hyla albosignata	704	http://amphibiaweb.org/species/704	
Anura	Hylidae	Hylinae	Aplastodiscus		arildae		Aplastodiscus arildae		Hyla arildae	722	http://amphibiaweb.org/species/722	
Anura	Hylidae	Hylinae	Aplastodiscus		callipygius	Bocaina TreeFrog, perereca-verde	Aplastodiscus callipygius		Hyla callipygia	751	http://amphibiaweb.org/species/751	
Anura	Hylidae	Hylinae	Aplastodiscus		cavicola		Aplastodiscus cavicola		Hyla cavicola	758	http://amphibiaweb.org/species/758	
Anura	Hylidae	Hylinae	Aplastodiscus		cochranae		Aplastodiscus cochranae			6119	http://amphibiaweb.org/species/6119	
Anura	Hylidae	Hylinae	Aplastodiscus		ehrhardti		Aplastodiscus ehrhardti		Hyla ehrhardti	1109	http://amphibiaweb.org/species/1109	
Anura	Hylidae	Hylinae	Aplastodiscus		eugenioi		Aplastodiscus eugenioi			6445	http://amphibiaweb.org/species/6445	
Anura	Hylidae	Hylinae	Aplastodiscus		flumineus		Aplastodiscus flumineus		Hyla fluminea	797	http://amphibiaweb.org/species/797	
Anura	Hylidae	Hylinae	Aplastodiscus		ibirapitanga		Aplastodiscus ibirapitanga		Hyla ibirapitanga	6319	http://amphibiaweb.org/species/6319	
Anura	Hylidae	Hylinae	Aplastodiscus		leucopygius	Guinle Treefrog, perereca-buzina, perereca-verde	Aplastodiscus leucopygius		Hyla leucopygia	848	http://amphibiaweb.org/species/848	
Anura	Hylidae	Hylinae	Aplastodiscus		musicus		Aplastodiscus musicus		Hyla musica	882	http://amphibiaweb.org/species/882	
Anura	Hylidae	Hylinae	Aplastodiscus		perviridis		Aplastodiscus perviridis			679	http://amphibiaweb.org/species/679	
Anura	Hylidae	Hylinae	Aplastodiscus		sibilatus		Aplastodiscus sibilatus		Hyla sibilata	6324	http://amphibiaweb.org/species/6324	
Anura	Hylidae	Hylinae	Aplastodiscus		weygoldti		Aplastodiscus weygoldti		Hyla weygoldti	995	http://amphibiaweb.org/species/995	
Anura	Hylidae	Hylinae	Argenteohyla		siemersi		Argenteohyla siemersi			681	http://amphibiaweb.org/species/681	
Anura	Hylidae	Hylinae	Bokermannohyla		ahenea		Bokermannohyla ahenea			6304	http://amphibiaweb.org/species/6304	
Anura	Hylidae	Hylinae	Bokermannohyla		alvarengai		Bokermannohyla alvarengai		Hyla alvarengai	709	http://amphibiaweb.org/species/709	
Anura	Hylidae	Hylinae	Bokermannohyla		astartea		Bokermannohyla astartea		Hyla astartea	725	http://amphibiaweb.org/species/725	
Anura	Hylidae	Hylinae	Bokermannohyla		capra					7403	http://amphibiaweb.org/species/7403	
Anura	Hylidae	Hylinae	Bokermannohyla		caramaschii		Bokermannohyla caramaschii			6419	http://amphibiaweb.org/species/6419	
Anura	Hylidae	Hylinae	Bokermannohyla		carvalhoi		Bokermannohyla carvalhoi		Hyla carvalhoi	755	http://amphibiaweb.org/species/755	
Anura	Hylidae	Hylinae	Bokermannohyla		circumdata		Bokermannohyla circumdata		Hyla circumdata	770	http://amphibiaweb.org/species/770	
Anura	Hylidae	Hylinae	Bokermannohyla		claresignata		Bokermannohyla claresignata		Hyla claresignata	771	http://amphibiaweb.org/species/771	
Anura	Hylidae	Hylinae	Bokermannohyla		clepsydra		Bokermannohyla clepsydra		Hyla clepsydra	772	http://amphibiaweb.org/species/772	
Anura	Hylidae	Hylinae	Bokermannohyla		diamantina		Bokermannohyla diamantina			6756	http://amphibiaweb.org/species/6756	
Anura	Hylidae	Hylinae	Bokermannohyla		feioi		Bokermannohyla feioi			6303	http://amphibiaweb.org/species/6303	
Anura	Hylidae	Hylinae	Bokermannohyla		flavopicta					7907	http://amphibiaweb.org/species/7907	
Anura	Hylidae	Hylinae	Bokermannohyla		gouveai		Bokermannohyla gouveai		Hyla gouveai	804	http://amphibiaweb.org/species/804	
Anura	Hylidae	Hylinae	Bokermannohyla		hylax		Bokermannohyla hylax		Hyla hylax	820	http://amphibiaweb.org/species/820	
Anura	Hylidae	Hylinae	Bokermannohyla		ibitiguara		Bokermannohyla ibitiguara		Hyla ibitiguara	822	http://amphibiaweb.org/species/822	
Anura	Hylidae	Hylinae	Bokermannohyla		ibitipoca		Bokermannohyla ibitipoca		Hyla ibitipoca	823	http://amphibiaweb.org/species/823	
Anura	Hylidae	Hylinae	Bokermannohyla		itapoty		Bokermannohyla itapoty			6749	http://amphibiaweb.org/species/6749	
Anura	Hylidae	Hylinae	Bokermannohyla		izecksohni		Bokermannohyla izecksohni		Hyla izecksohni	830	http://amphibiaweb.org/species/830	
Anura	Hylidae	Hylinae	Bokermannohyla		juiju					7396	http://amphibiaweb.org/species/7396	
Anura	Hylidae	Hylinae	Bokermannohyla		langei		Bokermannohyla langei		Hyla langei	841	http://amphibiaweb.org/species/841	
Anura	Hylidae	Hylinae	Bokermannohyla		lucianae		Bokermannohyla lucianae		Hyla lucianae	6321	http://amphibiaweb.org/species/6321	
Anura	Hylidae	Hylinae	Bokermannohyla		luctuosa	Reservoir Treefrog, Perereca-de-mata	Bokermannohyla luctuosa		Hyla luctuosa	853	http://amphibiaweb.org/species/853	
Anura	Hylidae	Hylinae	Bokermannohyla		martinsi		Bokermannohyla martinsi		Hyla martinsi	860	http://amphibiaweb.org/species/860	
Anura	Hylidae	Hylinae	Bokermannohyla		nanuzae		Bokermannohyla nanuzae		Hyla nanuzae	886	http://amphibiaweb.org/species/886	
Anura	Hylidae	Hylinae	Bokermannohyla		napolii					7829	http://amphibiaweb.org/species/7829	
Anura	Hylidae	Hylinae	Bokermannohyla		oxente		Bokermannohyla oxente			6867	http://amphibiaweb.org/species/6867	
Anura	Hylidae	Hylinae	Bokermannohyla		pseudopseudis		Bokermannohyla pseudopseudis		Hyla pseudopseudis	920	http://amphibiaweb.org/species/920	
Anura	Hylidae	Hylinae	Bokermannohyla		ravida		Bokermannohyla ravida		Hyla ravida	6322	http://amphibiaweb.org/species/6322	
Anura	Hylidae	Hylinae	Bokermannohyla		sagarana					7759	http://amphibiaweb.org/species/7759	
Anura	Hylidae	Hylinae	Bokermannohyla		sapiranga					7925	http://amphibiaweb.org/species/7925	
Anura	Hylidae	Hylinae	Bokermannohyla		saxicola		Bokermannohyla saxicola		Hyla saxicola	952	http://amphibiaweb.org/species/952	
Anura	Hylidae	Hylinae	Bokermannohyla		sazimai		Bokermannohyla sazimai		Hyla sazimai	953	http://amphibiaweb.org/species/953	
Anura	Hylidae	Hylinae	Bokermannohyla		vulcaniae		Bokermannohyla vulcaniae			6539	http://amphibiaweb.org/species/6539	
Anura	Hylidae	Hylinae	Bromeliohyla		bromeliacia		Bromeliohyla bromeliacia		Hyla bromeliacia	745	http://amphibiaweb.org/species/745	
Anura	Hylidae	Hylinae	Bromeliohyla		dendroscarta		Bromeliohyla dendroscarta		Hyla dendroscarta	782	http://amphibiaweb.org/species/782	
Anura	Hylidae	Hylinae	Charadrahyla		altipotens		Charadrahyla altipotens		Hyla altipotens	708	http://amphibiaweb.org/species/708	
Anura	Hylidae	Hylinae	Charadrahyla		chaneque		Charadrahyla chaneque		Hyla chaneque	761	http://amphibiaweb.org/species/761	
Anura	Hylidae	Hylinae	Charadrahyla		nephila		Charadrahyla nephila		Hyla nephila	5467	http://amphibiaweb.org/species/5467	
Anura	Hylidae	Hylinae	Charadrahyla		taeniopus		Charadrahyla taeniopus		Hyla taeniopus	972	http://amphibiaweb.org/species/972	
Anura	Hylidae	Hylinae	Charadrahyla		tecuani					7514	http://amphibiaweb.org/species/7514	
Anura	Hylidae	Hylinae	Charadrahyla		trux		Charadrahyla trux		Hyla trux	982	http://amphibiaweb.org/species/982	
Anura	Hylidae	Hylinae	Corythomantis		galeata					7795	http://amphibiaweb.org/species/7795	
Anura	Hylidae	Hylinae	Corythomantis		greeningi		Corythomantis greeningi		Corythomantis schubarti	685	http://amphibiaweb.org/species/685	
Anura	Hylidae	Hylinae	Cyclorana		alboguttata	Striped Burrowing Frog	Litoria alboguttata		Litoria alboguttata	1213	http://amphibiaweb.org/species/1213	
Anura	Hylidae	Hylinae	Cyclorana		australis	Giant Frog	Litoria australis		Litoria australis	1199	http://amphibiaweb.org/species/1199	
Anura	Hylidae	Hylinae	Cyclorana		brevipes	Short-footed Frog	Litoria brevipes		Litoria brevipes	1200	http://amphibiaweb.org/species/1200	
Anura	Hylidae	Hylinae	Cyclorana		cryptotis	Hidden-ear Frog	Litoria cryptotis		Litoria cryptotis	1201	http://amphibiaweb.org/species/1201	
Anura	Hylidae	Hylinae	Cyclorana		cultripes	Knife-footed Frog	Litoria cultripes		Litoria cultripes	1202	http://amphibiaweb.org/species/1202	
Anura	Hylidae	Hylinae	Cyclorana		longipes	Long-footed Frog	Litoria longipes		Litoria longipes	1203	http://amphibiaweb.org/species/1203	
Anura	Hylidae	Hylinae	Cyclorana		maculosa	Daly Waters Frog	Litoria maculosa		Cyclorana maculosus, Litoria maculosa	1204	http://amphibiaweb.org/species/1204	
Anura	Hylidae	Hylinae	Cyclorana		maini	Main's Frog	Litoria maini		Litoria maini	1205	http://amphibiaweb.org/species/1205	
Anura	Hylidae	Hylinae	Cyclorana		manya	Small Frog	Litoria manya		Litoria manya	1206	http://amphibiaweb.org/species/1206	
Anura	Hylidae	Hylinae	Cyclorana		novaehollandiae	New Holland Frog	Litoria novaehollandiae		Phractops alutaceus, Litoria novaehollandiae	1207	http://amphibiaweb.org/species/1207	
Anura	Hylidae	Hylinae	Cyclorana		platycephala	Water-holding Frog	Litoria platycephala		Litoria platycephala	1208	http://amphibiaweb.org/species/1208	
Anura	Hylidae	Hylinae	Cyclorana		vagitus	Wailing Frog	Litoria vagitus		Litoria vagitus	1209	http://amphibiaweb.org/species/1209	
Anura	Hylidae	Hylinae	Cyclorana		verrucosa	Rough Frog	Litoria verrucosa		Cyclorana verrucosus, Litoria verrucosa	1210	http://amphibiaweb.org/species/1210	
Anura	Hylidae	Hylinae	Dendropsophus		acreanus		Dendropsophus acreanus		Hyla acreana	696	http://amphibiaweb.org/species/696	
Anura	Hylidae	Hylinae	Dendropsophus		allenorum		Dendropsophus allenorum		Hyla allenorum	707	http://amphibiaweb.org/species/707	
Anura	Hylidae	Hylinae	Dendropsophus		amicorum		Dendropsophus amicorum		Hyla amicorum	5460	http://amphibiaweb.org/species/5460	
Anura	Hylidae	Hylinae	Dendropsophus		anataliasiasi		Dendropsophus anataliasiasi		Hyla anataliasiasi	712	http://amphibiaweb.org/species/712	
Anura	Hylidae	Hylinae	Dendropsophus		anceps		Dendropsophus anceps		Hyla anceps	713	http://amphibiaweb.org/species/713	
Anura	Hylidae	Hylinae	Dendropsophus		aperomeus		Dendropsophus aperomeus		Hyla aperomea	717	http://amphibiaweb.org/species/717	
Anura	Hylidae	Hylinae	Dendropsophus		araguaya		Dendropsophus araguaya		Hyla araguaya	5461	http://amphibiaweb.org/species/5461	
Anura	Hylidae	Hylinae	Dendropsophus		battersbyi		Dendropsophus battersbyi		Hyla battersbyi	731	http://amphibiaweb.org/species/731	
Anura	Hylidae	Hylinae	Dendropsophus		berthalutzae		Dendropsophus berthalutzae		Hyla berthalutzae	733	http://amphibiaweb.org/species/733	
Anura	Hylidae	Hylinae	Dendropsophus		bifurcus		Dendropsophus bifurcus		Hyla bifurca	734	http://amphibiaweb.org/species/734	
Anura	Hylidae	Hylinae	Dendropsophus		bipunctatus		Dendropsophus bipunctatus		Hyla bipunctata	736	http://amphibiaweb.org/species/736	
Anura	Hylidae	Hylinae	Dendropsophus		bogerti		Dendropsophus bogerti		Hyla bogerti	5791	http://amphibiaweb.org/species/5791	
Anura	Hylidae	Hylinae	Dendropsophus		bokermanni		Dendropsophus bokermanni		Hyla bokermanni	742	http://amphibiaweb.org/species/742	
Anura	Hylidae	Hylinae	Dendropsophus		branneri		Dendropsophus branneri		Hyla branneri, Hyla bipunctata branneri	743	http://amphibiaweb.org/species/743	
Anura	Hylidae	Hylinae	Dendropsophus		brevifrons		Dendropsophus brevifrons		Hyla brevifrons	744	http://amphibiaweb.org/species/744	
Anura	Hylidae	Hylinae	Dendropsophus		cachimbo		Dendropsophus cachimbo		Hyla cachimbo	5463	http://amphibiaweb.org/species/5463	
Anura	Hylidae	Hylinae	Dendropsophus		carnifex		Dendropsophus carnifex		Hyla carnifex	754	http://amphibiaweb.org/species/754	
Anura	Hylidae	Hylinae	Dendropsophus		cerradensis		Dendropsophus cerradensis		Hyla cerradensis	5464	http://amphibiaweb.org/species/5464	
Anura	Hylidae	Hylinae	Dendropsophus		coffeus		Dendropsophus coffeus			6446	http://amphibiaweb.org/species/6446	
Anura	Hylidae	Hylinae	Dendropsophus		columbianus		Dendropsophus columbianus		Hyla columbiana	773	http://amphibiaweb.org/species/773	
Anura	Hylidae	Hylinae	Dendropsophus		cruzi		Dendropsophus cruzi		Hyla cruzi	5465	http://amphibiaweb.org/species/5465	
Anura	Hylidae	Hylinae	Dendropsophus		decipiens		Dendropsophus decipiens		Hyla decipiens	781	http://amphibiaweb.org/species/781	
Anura	Hylidae	Hylinae	Dendropsophus		delarivai		Dendropsophus delarivai		Hyla delarivai	5899	http://amphibiaweb.org/species/5899	
Anura	Hylidae	Hylinae	Dendropsophus		dutrai		Dendropsophus dutrai		Hyla dutrai	5793	http://amphibiaweb.org/species/5793	
Anura	Hylidae	Hylinae	Dendropsophus		ebraccatus		Dendropsophus ebraccatus		Hyla ebraccata	786	http://amphibiaweb.org/species/786	
Anura	Hylidae	Hylinae	Dendropsophus		elegans		Dendropsophus elegans		Hyla elegans	788	http://amphibiaweb.org/species/788	
Anura	Hylidae	Hylinae	Dendropsophus		elianeae		Dendropsophus elianeae		Hyla elianeae	5522	http://amphibiaweb.org/species/5522	
Anura	Hylidae	Hylinae	Dendropsophus		frosti					7794	http://amphibiaweb.org/species/7794	
Anura	Hylidae	Hylinae	Dendropsophus		garagoensis		Dendropsophus garagoensis		Hyla garagoensis	800	http://amphibiaweb.org/species/800	
Anura	Hylidae	Hylinae	Dendropsophus		gaucheri		Dendropsophus gaucheri		Hyla gaucheri	5892	http://amphibiaweb.org/species/5892	
Anura	Hylidae	Hylinae	Dendropsophus		giesleri		Dendropsophus giesleri		Hyla giesleri	802	http://amphibiaweb.org/species/802	
Anura	Hylidae	Hylinae	Dendropsophus		grandisonae		Dendropsophus grandisonae		Hyla grandisonae	806	http://amphibiaweb.org/species/806	
Anura	Hylidae	Hylinae	Dendropsophus		gryllatus		Dendropsophus gryllatus		Hyla gryllata	809	http://amphibiaweb.org/species/809	
Anura	Hylidae	Hylinae	Dendropsophus		haddadi		Dendropsophus haddadi		Hyla haddadi	811	http://amphibiaweb.org/species/811	
Anura	Hylidae	Hylinae	Dendropsophus		haraldschultzi		Dendropsophus haraldschultzi		Hyla haraldschultzi	814	http://amphibiaweb.org/species/814	
Anura	Hylidae	Hylinae	Dendropsophus		imitator		Hyla imitator			824	http://amphibiaweb.org/species/824	
Anura	Hylidae	Hylinae	Dendropsophus		jimi		Dendropsophus jimi		Hyla jimi	5466	http://amphibiaweb.org/species/5466	
Anura	Hylidae	Hylinae	Dendropsophus		joannae		Dendropsophus joannae		Hyla joannae	5909	http://amphibiaweb.org/species/5909	
Anura	Hylidae	Hylinae	Dendropsophus		juliani		Dendropsophus juliani			6811	http://amphibiaweb.org/species/6811	
Anura	Hylidae	Hylinae	Dendropsophus		koechlini		Dendropsophus koechlini		Hyla koechlini	836	http://amphibiaweb.org/species/836	
Anura	Hylidae	Hylinae	Dendropsophus		labialis		Dendropsophus labialis		Hyla labialis	838	http://amphibiaweb.org/species/838	
Anura	Hylidae	Hylinae	Dendropsophus		leali		Dendropsophus leali		Hyla leali	844	http://amphibiaweb.org/species/844	
Anura	Hylidae	Hylinae	Dendropsophus		leucophyllatus		Dendropsophus leucophyllatus		Hyla leucophyllata, Hyla bufoides, Rana leucophyllata	847	http://amphibiaweb.org/species/847	
Anura	Hylidae	Hylinae	Dendropsophus		limai		Dendropsophus limai		Hyla limai	849	http://amphibiaweb.org/species/849	
Anura	Hylidae	Hylinae	Dendropsophus		luddeckei					7946	http://amphibiaweb.org/species/7946	
Anura	Hylidae	Hylinae	Dendropsophus		luteoocellatus		Dendropsophus luteoocellatus		Hyla luteoocellata	854	http://amphibiaweb.org/species/854	
Anura	Hylidae	Hylinae	Dendropsophus		marmoratus		Dendropsophus marmoratus		Hyla marmorata, Bufo marmoratus	859	http://amphibiaweb.org/species/859	
Anura	Hylidae	Hylinae	Dendropsophus		mathiassoni		Dendropsophus mathiassoni		Hyla mathiassoni	861	http://amphibiaweb.org/species/861	
Anura	Hylidae	Hylinae	Dendropsophus		melanargyreus		Dendropsophus melanargyreus		Hyla melanargyrea	862	http://amphibiaweb.org/species/862	
Anura	Hylidae	Hylinae	Dendropsophus		meridensis		Dendropsophus meridensis		Hyla meridensis, Hyla vilsoniana meridensis, Hyla labialis meridensis	866	http://amphibiaweb.org/species/866	
Anura	Hylidae	Hylinae	Dendropsophus		meridianus		Dendropsophus meridianus		Hyla meridiana, Hyla misera meridiana, Hyla microcephala meridiana	5795	http://amphibiaweb.org/species/5795	
Anura	Hylidae	Hylinae	Dendropsophus		microcephalus	Yellow Treefrog	Dendropsophus microcephalus		Hyla microcephala	868	http://amphibiaweb.org/species/868	
Anura	Hylidae	Hylinae	Dendropsophus		microps		Dendropsophus microps		Hyla microps	870	http://amphibiaweb.org/species/870	
Anura	Hylidae	Hylinae	Dendropsophus		minimus		Dendropsophus minimus		Hyla minima	873	http://amphibiaweb.org/species/873	
Anura	Hylidae	Hylinae	Dendropsophus		minusculus		Dendropsophus minusculus		Hyla minuscula	874	http://amphibiaweb.org/species/874	
Anura	Hylidae	Hylinae	Dendropsophus		minutus	Lesser Treefrog	Dendropsophus minutus		Hyla minuta	875	http://amphibiaweb.org/species/875	
Anura	Hylidae	Hylinae	Dendropsophus		miyatai		Dendropsophus miyatai		Hyla miyatai	879	http://amphibiaweb.org/species/879	
Anura	Hylidae	Hylinae	Dendropsophus		nahdereri		Dendropsophus nahdereri		Hyla nahdereri	884	http://amphibiaweb.org/species/884	
Anura	Hylidae	Hylinae	Dendropsophus		nanus		Dendropsophus nanus		Hyla nana, Sphoenohyla nana	885	http://amphibiaweb.org/species/885	
Anura	Hylidae	Hylinae	Dendropsophus		norandinus					7902	http://amphibiaweb.org/species/7902	
Anura	Hylidae	Hylinae	Dendropsophus		novaisi		Dendropsophus novaisi		Hyla novaisi	887	http://amphibiaweb.org/species/887	
Anura	Hylidae	Hylinae	Dendropsophus		oliveirai		Dendropsophus oliveirai		Hyla oliveirai	890	http://amphibiaweb.org/species/890	
Anura	Hylidae	Hylinae	Dendropsophus		padreluna		Dendropsophus padreluna		Hyla padreluna	5796	http://amphibiaweb.org/species/5796	
Anura	Hylidae	Hylinae	Dendropsophus		parviceps		Dendropsophus parviceps		Hyla parviceps	898	http://amphibiaweb.org/species/898	
