order	family	subfamily	genus	subgenus	species	spauthor	year_described	common_name	gaa_name	synonymies	itis_names	iucn	isocc	intro_isocc	aweb_uid	uri/guid	taxon_notes_public
Anura	Craugastoridae		Craugastor		gutschei	McCranie, 2018	2018					Endangered (EN)	HN		8849	https://amphibiaweb.org/species/8849	
Anura	Craugastoridae		Craugastor	Craugastor	hobartsmithi	(Taylor, 1937)	2005		Craugastor hobartsmithi	Eleutherodactylus hobartsmithi	Eleutherodactylus hobartsmithi	Least Concern (LC)	MX		6645	https://amphibiaweb.org/species/6645	
Anura	Craugastoridae		Craugastor	Craugastor	inachus	(Campbell & Savage, 2000)			Craugastor inachus	Eleutherodactylus inachus	Eleutherodactylus inachus	Critically Endangered (CR)	GT		5385	https://amphibiaweb.org/species/5385	
Anura	Craugastoridae		Craugastor	Craugastor	laevissimus	(Werner, 1896)			Craugastor laevissimus	Eleutherodactylus laevissimus	Eleutherodactylus laevissimus	Endangered (EN)	HN,NI		6150	https://amphibiaweb.org/species/6150	
Anura	Craugastoridae		Craugastor	Craugastor	laticeps	(Duméril, 1853)			Craugastor laticeps	Eleutherodactylus laticeps, Eleutherodactylus werleri, Hylodes laticeps	Eleutherodactylus laticeps, Eleutherodactylus werleri, Hylodes laticeps	Least Concern (LC)	MX,HN,BZ,GT		3008	https://amphibiaweb.org/species/3008	
Anura	Craugastoridae		Craugastor	Craugastor	lauraster	(Savage, McCranie & Espinal, 1996)			Craugastor lauraster	Eleutherodactylus lauraster	Eleutherodactylus lauraster	Least Concern (LC)	NI,HN		3011	https://amphibiaweb.org/species/3011	
Anura	Craugastoridae		Craugastor	Craugastor	lineatus	(Brocchi, 1879)			Craugastor lineatus	Eleutherodactylus anzuetoi, Eleutherodactylus lineatus, Eleutherodactylus macdougalli	Eleutherodactylus anzuetoi, Eleutherodactylus lineatus, Eleutherodactylus macdougalli	Least Concern (LC)	MX,GT		3023	https://amphibiaweb.org/species/3023	
Anura	Craugastoridae		Craugastor	Craugastor	loki	(Shannon & Werler, 1955)	2000		Craugastor loki	Eleutherodactylus loki, Eleutherodactylus sanmartinensis	Eleutherodactylus loki, Eleutherodactylus sanmartinensis	Least Concern (LC)	BZ,GT,HN,MX		6604	https://amphibiaweb.org/species/6604	
Anura	Craugastoridae		Craugastor	Craugastor	longirostris	(Boulenger, 1898)			Craugastor longirostris	Eleutherodactylus longirostris	Eleutherodactylus longirostris	Least Concern (LC)	PA,EC,CO		3028	https://amphibiaweb.org/species/3028	
Anura	Craugastoridae		Craugastor	Campbellius	matudai	(Taylor, 1941)			Craugastor matudai	Eleutherodactylus matudai	Eleutherodactylus matudai	Endangered (EN)	GT,MX		3046	https://amphibiaweb.org/species/3046	
Anura	Craugastoridae		Craugastor	Craugastor	megacephalus	(Cope, 1875)			Craugastor megacephalus	Eleutherodactylus megacephalus	Eleutherodactylus megacephalus	Least Concern (LC)	CR,HN,NI,PA		5988	https://amphibiaweb.org/species/5988	
Anura	Craugastoridae		Craugastor	Hylactophryne	megalotympanum	(Shannon & Werler, 1955)			Craugastor megalotympanum	Eleutherodactylus megalotympanum	Eleutherodactylus megalotympanum	Endangered (EN)	MX		3051	https://amphibiaweb.org/species/3051	
Anura	Craugastoridae		Craugastor	Craugastor	melanostictus	(Cope, 1875)		Black-lined Robber Frog	Craugastor melanostictus	Eleutherodactylus melanostictus, Eleutherodactylus platyrhynchus, Lithodytes melanostictus	Eleutherodactylus melanostictus, Eleutherodactylus platyrhynchus, Lithodytes melanostictus	Least Concern (LC)	PA,CR		3054	https://amphibiaweb.org/species/3054	
Anura	Craugastoridae		Craugastor	Craugastor	merendonensis	(Schmidt, 1933)			Craugastor merendonensis	Eleutherodactylus merendonensis	Eleutherodactylus merendonensis	Critically Endangered (CR)	HN		3057	https://amphibiaweb.org/species/3057	
Anura	Craugastoridae		Craugastor		metriosistus	Ospina-Sarria, Angarita-Sierra & Pedroza-Banda, 2015	2015		Craugastor metriosistus			Least Concern (LC)	CO		8430	https://amphibiaweb.org/species/8430	
Anura	Craugastoridae		Craugastor	Craugastor	mexicanus	(Brocchi, 1877)			Craugastor mexicanus	Eleutherodactylus lineatissimus, Eleutherodactylus mexicanus, Eleutherodactylus oaxacae	Eleutherodactylus lineatissimus, Eleutherodactylus mexicanus, Eleutherodactylus oaxacae	Least Concern (LC)	MX		3059	https://amphibiaweb.org/species/3059	
Anura	Craugastoridae		Craugastor	Campbellius	milesi	(Schmidt, 1933)			Craugastor milesi	Eleutherodactylus milesi	Eleutherodactylus milesi	Critically Endangered (CR)	HN		3060	https://amphibiaweb.org/species/3060	
Anura	Craugastoridae		Craugastor	Craugastor	mimus	(Taylor, 1955)			Craugastor mimus	Eleutherodactylus mimus	Eleutherodactylus mimus	Least Concern (LC)	CR,HN,NI		3061	https://amphibiaweb.org/species/3061	
Anura	Craugastoridae		Craugastor	Craugastor	monnichorum	(Dunn, 1940)			Craugastor monnichorum	Eleutherodactylus monnichorum	Eleutherodactylus monnichorum	Endangered (EN)	PA		3069	https://amphibiaweb.org/species/3069	
Anura	Craugastoridae		Craugastor		montanus	(Taylor, 1942)			Craugastor montanus	Craugastor sartori, Eleutherodactylus sartori, Microbatrachylus montanus	Eleutherodactylus sartori, Microbatrachylus montanus, Craugastor montanus	Endangered (EN)	MX		3198	https://amphibiaweb.org/species/3198	
Anura	Craugastoridae		Craugastor	Campbellius	myllomyllon	(Savage, 2000)			Craugastor myllomyllon	Eleutherodactylus myllomyllon	Eleutherodactylus myllomyllon	Extinct (EX)	GT		5858	https://amphibiaweb.org/species/5858	
Anura	Craugastoridae		Craugastor	Hylactophryne	nefrens	(Smith, 2005)	2005		Craugastor nefrens			Critically Endangered (CR)	GT		6659	https://amphibiaweb.org/species/6659	
Anura	Craugastoridae		Craugastor	Craugastor	noblei	(Barbour & Dunn, 1921)			Craugastor noblei	Eleutherodactylus noblei	Eleutherodactylus noblei	Least Concern (LC)	PA,NI,CR,HN		3085	https://amphibiaweb.org/species/3085	
Anura	Craugastoridae		Craugastor	Craugastor	obesus	(Barbour, 1928)			Craugastor obesus	Eleutherodactylus obesus	Eleutherodactylus obesus	Critically Endangered (CR)	CR,PA		5396	https://amphibiaweb.org/species/5396	
Anura	Craugastoridae		Craugastor	Craugastor	occidentalis	(Taylor, 1941)			Craugastor occidentalis	Eleutherodactylus occidentalis	Eleutherodactylus occidentalis	Least Concern (LC)	MX		3090	https://amphibiaweb.org/species/3090	
Anura	Craugastoridae		Craugastor	Craugastor	olanchano	(McCranie & Wilson, 1999)			Craugastor olanchano	Eleutherodactylus olanchano	Eleutherodactylus olanchano	Critically Endangered (CR)	HN		5392	https://amphibiaweb.org/species/5392	
Anura	Craugastoridae		Craugastor	Craugastor	omiltemanus	(Günther, 1900)			Craugastor omiltemanus	Eleutherodactylus calcitrans, Eleutherodactylus omiltemanus, Syrrhaphus omiltemanus	Eleutherodactylus calcitrans, Eleutherodactylus omiltemanus, Syrrhaphus omiltemanus	Least Concern (LC)	MX		3096	https://amphibiaweb.org/species/3096	
Anura	Craugastoridae		Craugastor	Campbellius	omoaensis	(McCranie & Wilson, 1997)			Craugastor omoaensis	Eleutherodactylus omoaensis	Eleutherodactylus omoaensis	Extinct (EX)	HN		5534	https://amphibiaweb.org/species/5534	
Anura	Craugastoridae		Craugastor	Craugastor	opimus	(Savage & Myers, 2002)			Craugastor opimus	Eleutherodactylus opimus	Eleutherodactylus opimus	Least Concern (LC)	CO,PA		5991	https://amphibiaweb.org/species/5991	
Anura	Craugastoridae		Craugastor	Craugastor	palenque	(Campbell & Savage, 2000)			Craugastor palenque	Eleutherodactylus palenque	Eleutherodactylus palenque	Vulnerable (VU)	GT,MX		5382	https://amphibiaweb.org/species/5382	
Anura	Craugastoridae		Craugastor	Craugastor	pechorum	(McCranie & Wilson, 1999)			Craugastor pechorum	Eleutherodactylus pechorum	Eleutherodactylus pechorum	Endangered (EN)	HN		5390	https://amphibiaweb.org/species/5390	
Anura	Craugastoridae		Craugastor	Craugastor	pelorus	(Campbell & Savage, 2000)			Craugastor pelorus	Eleutherodactylus pelorus	Eleutherodactylus pelorus	Vulnerable (VU)			5381	https://amphibiaweb.org/species/5381	
Anura	Craugastoridae		Craugastor	Craugastor	persimilis	(Barbour, 1926)	2002		Craugastor persimilis	Eleutherodactylus persimilis	Eleutherodactylus persimilis	Least Concern (LC)	CR		6605	https://amphibiaweb.org/species/6605	
Anura	Craugastoridae		Craugastor	Craugastor	phasma	(Lips & Savage, 1996)			Craugastor phasma	Eleutherodactylus phasma	Eleutherodactylus phasma	Critically Endangered (CR)	CR		3128	https://amphibiaweb.org/species/3128	
Anura	Craugastoridae		Craugastor	Craugastor	podiciferus	(Cope, 1875)			Craugastor podiciferus	Craugastor jota, Eleutherodactylus podiciferus	Eleutherodactylus podiciferus	Least Concern (LC)	PA,CR		3141	https://amphibiaweb.org/species/3141	
Anura	Craugastoridae		Craugastor		polaclavus	Jameson, Streicher, Manuelli, Head & Smith, 2022	2022						MX		9530	https://amphibiaweb.org/species/9530	
Anura	Craugastoridae		Craugastor	Hylactophryne	polymniae	(Campbell, Lamar & Hillis, 1989)			Craugastor polymniae	Eleutherodactylus polymniae	Eleutherodactylus polymniae	Near Threatened (NT)	MX		3142	https://amphibiaweb.org/species/3142	
Anura	Craugastoridae		Craugastor	Craugastor	polyptychus	(Cope, 1886)	2002		Craugastor polyptychus	Eleutherodactylus polyptychus	Eleutherodactylus polyptychus	Least Concern (LC)	CR,NI,PA		6606	https://amphibiaweb.org/species/6606	
Anura	Craugastoridae		Craugastor		portilloensis	Jameson, Streicher, Manuelli, Head & Smith, 2022 	2022						MX		9531	https://amphibiaweb.org/species/9531	
Anura	Craugastoridae		Craugastor	Craugastor	pozo	(Johnson & Savage, 1995)			Craugastor pozo	Eleutherodactylus pozo	Eleutherodactylus pozo	Critically Endangered (CR)	MX		3145	https://amphibiaweb.org/species/3145	
Anura	Craugastoridae		Craugastor	Craugastor	psephosypharus	(Campbell, Savage & Meyer, 1994)			Craugastor psephosypharus	Eleutherodactylus psephosypharus	Eleutherodactylus psephosypharus	Near Threatened (NT)	GT,BZ		3152	https://amphibiaweb.org/species/3152	
Anura	Craugastoridae		Craugastor	Craugastor	punctariolus	(Peters, 1863)		Bob's Robber Frog	Craugastor punctariolus	Eleutherodactylus punctariolus, Hyla punctariola	Eleutherodactylus punctariolus, Hyla punctariola	Critically Endangered (CR)	PA		3156	https://amphibiaweb.org/species/3156	
Anura	Craugastoridae		Craugastor	Craugastor	pygmaeus	(Taylor, 1937)			Craugastor pygmaeus	Eleutherodactylus pygmaeus, Microbatrachylus albolabris, Microbatrachylus pygmaeus	Eleutherodactylus pygmaeus, Microbatrachylus albolabris, Microbatrachylus pygmaeus	Least Concern (LC)	GT,MX		3159	https://amphibiaweb.org/species/3159	
Anura	Craugastoridae		Craugastor	Craugastor	raniformis	(Boulenger, 1896)			Craugastor raniformis	Eleutherodactylus raniformis	Eleutherodactylus raniformis	Least Concern (LC)	CO,PA		3166	https://amphibiaweb.org/species/3166	
Anura	Craugastoridae		Craugastor	Craugastor	ranoides	(Cope, 1886)			Craugastor ranoides	Eleutherodactylus pittieri, Eleutherodactylus ranoides, Lithodytes ranoides	Eleutherodactylus pittieri, Eleutherodactylus ranoides, Lithodytes ranoides	Critically Endangered (CR)	CR,NI,PA		6154	https://amphibiaweb.org/species/6154	
Anura	Craugastoridae		Craugastor	Craugastor	rayo	(Savage & DeWeese, 1979)			Craugastor rayo	Eleutherodactylus rayo	Eleutherodactylus rayo	Endangered (EN)	CR		3167	https://amphibiaweb.org/species/3167	
Anura	Craugastoridae		Craugastor	Craugastor	rhodopis	(Cope, 1867)			Craugastor rhodopis	Eleutherodactylus beatae, Eleutherodactylus dorsoconcolor, Eleutherodactylus dunni	Eleutherodactylus beatae, Eleutherodactylus dorsoconcolor, Eleutherodactylus dunni	Least Concern (LC)	BZ,SV,GT,MX		3172	https://amphibiaweb.org/species/3172	
Anura	Craugastoridae		Craugastor	Craugastor	rhyacobatrachus	(Campbell & Savage, 2000)			Craugastor rhyacobatrachus	Eleutherodactylus rhyacobatrachus	Eleutherodactylus rhyacobatrachus	Critically Endangered (CR)	CR,PA		5394	https://amphibiaweb.org/species/5394	
Anura	Craugastoridae		Craugastor	Craugastor	rivulus	(Campbell & Savage, 2000)			Craugastor rivulus	Eleutherodactylus rivulus	Eleutherodactylus rivulus	Vulnerable (VU)	GT		5383	https://amphibiaweb.org/species/5383	
Anura	Craugastoridae		Craugastor	Craugastor	rostralis	(Werner, 1896)			Craugastor rostralis	Eleutherodactylus rostralis	Eleutherodactylus rostralis	Vulnerable (VU)	HN,GT		3182	https://amphibiaweb.org/species/3182	
Anura	Craugastoridae		Craugastor		rubinus	Jameson, Streicher, Manuelli, Head & Smith, 2022 	2022						MX		9532	https://amphibiaweb.org/species/9532	
Anura	Craugastoridae		Craugastor	Craugastor	rugosus	(Peters, 1873)			Craugastor rugosus	Eleutherodactylus florulentus, Eleutherodactylus rugosus	Eleutherodactylus florulentus, Eleutherodactylus rugosus	Least Concern (LC)	CR,PA		5990	https://amphibiaweb.org/species/5990	
Anura	Craugastoridae		Craugastor	Craugastor	rugulosus	(Cope, 1870)		Rugulose rainfrog	Craugastor rugulosus	Eleutherodactylus palmatus, Eleutherodactylus rugulosus, Liyla rugulosa	Eleutherodactylus palmatus, Eleutherodactylus rugulosus, Liyla rugulosa	Least Concern (LC)	MX		3188	https://amphibiaweb.org/species/3188	
Anura	Craugastoridae		Craugastor	Craugastor	rupinius	(Campbell & Savage, 2000)			Craugastor rupinius	Eleutherodactylus rupinius	Eleutherodactylus rupinius	Least Concern (LC)	GT		5380	https://amphibiaweb.org/species/5380	
Anura	Craugastoridae		Craugastor	Craugastor	sabrinus	(Campbell & Savage, 2000)			Craugastor sabrinus	Eleutherodactylus sabrinus	Eleutherodactylus sabrinus	Near Threatened (NT)	BZ,GT		5387	https://amphibiaweb.org/species/5387	
Anura	Craugastoridae		Craugastor	Craugastor	sagui	Arias, Hertz & Parra-Olea, 2019	2019	Sagui Dirt Frog				Endangered (EN)	PA		9003	https://amphibiaweb.org/species/9003	
Anura	Craugastoridae		Craugastor	Craugastor	saltator	(Taylor, 1941)	2008			Eleutherodactylus saltator	Eleutherodactylus saltator	Endangered (EN)	MX		7300	https://amphibiaweb.org/species/7300	
Anura	Craugastoridae		Craugastor	Campbellius	saltuarius	(McCranie & Wilson, 1997)			Craugastor saltuarius	Eleutherodactylus saltuarius	Eleutherodactylus saltuarius	Critically Endangered (CR)	HN		5586	https://amphibiaweb.org/species/5586	
Anura	Craugastoridae		Craugastor	Craugastor	sandersoni	(Schmidt, 1941)			Craugastor sandersoni	Eleutherodactylus sandersoni	Eleutherodactylus sandersoni	Endangered (EN)	BZ,GT		6158	https://amphibiaweb.org/species/6158	
Anura	Craugastoridae		Craugastor	Hylactophryne	silvicola	(Lynch, 1967)			Craugastor silvicola	Eleutherodactylus silvicola	Eleutherodactylus silvicola	Data Deficient (DD)	MX		3212	https://amphibiaweb.org/species/3212	
Anura	Craugastoridae		Craugastor	Hylactophryne	spatulatus	(Smith, 1939)			Craugastor spatulatus	Eleutherodactylus bufonoides, Eleutherodactylus spatulatus	Eleutherodactylus bufonoides, Eleutherodactylus spatulatus	Endangered (EN)	MX		3219	https://amphibiaweb.org/species/3219	
Anura	Craugastoridae		Craugastor	Campbellius	stadelmani	(Schmidt, 1936)			Craugastor stadelmani	Eleutherodactylus stadelmani	Eleutherodactylus stadelmani	Critically Endangered (CR)	HN		3222	https://amphibiaweb.org/species/3222	
Anura	Craugastoridae		Craugastor	Craugastor	stejnegerianus	(Cope, 1893)			Craugastor stejnegerianus	Eleutherodactylus stejnegerianus	Eleutherodactylus stejnegerianus	Least Concern (LC)	PA,CR		3223	https://amphibiaweb.org/species/3223	
Anura	Craugastoridae		Craugastor	Hylactophryne	stuarti	(Lynch, 1967)			Craugastor stuarti	Eleutherodactylus stuarti	Eleutherodactylus stuarti	Vulnerable (VU)	MX,GT		3226	https://amphibiaweb.org/species/3226	
Anura	Craugastoridae		Craugastor	Craugastor	tabasarae	(Savage, Hollingsworth, Lips & Jaslow, 2004)	2004		Craugastor tabasarae			Critically Endangered (CR)	PA		6598	https://amphibiaweb.org/species/6598	
Anura	Craugastoridae		Craugastor	Craugastor	talamancae	(Dunn, 1931)		Almirante Robber Frog	Craugastor talamancae	Eleutherodactylus talamancae	Eleutherodactylus talamancae	Least Concern (LC)	NI,CR,PA		3235	https://amphibiaweb.org/species/3235	
Anura	Craugastoridae		Craugastor	Hylactophryne	tarahumaraensis	(Taylor, 1940)			Craugastor tarahumaraensis	Eleutherodactylus tarahumaraensis	Eleutherodactylus tarahumaraensis	Least Concern (LC)	MX		3237	https://amphibiaweb.org/species/3237	
Anura	Craugastoridae		Craugastor	Craugastor	taurus	(Taylor, 1958)			Craugastor taurus	Eleutherodactylus taurus	Eleutherodactylus taurus	Endangered (EN)	PA,CR		3238	https://amphibiaweb.org/species/3238	
Anura	Craugastoridae		Craugastor	Hylactophryne	taylori	(Lynch, 1966)			Craugastor taylori	Eleutherodactylus taylori	Eleutherodactylus taylori	Critically Endangered (CR)	MX		3239	https://amphibiaweb.org/species/3239	
Anura	Craugastoridae		Craugastor	Campbellius	trachydermus	(Campbell, 1994)			Craugastor trachydermus	Eleutherodactylus trachydermus	Eleutherodactylus trachydermus	Critically Endangered (CR)	GT		3252	https://amphibiaweb.org/species/3252	
Anura	Craugastoridae		Craugastor	Craugastor	underwoodi	(Boulenger, 1896)	2002	Underwood’s Litter Frog	Craugastor underwoodi	Eleutherodactylus underwoodi	Eleutherodactylus underwoodi	Least Concern (LC)	CR,PA		6607	https://amphibiaweb.org/species/6607	
Anura	Craugastoridae		Craugastor	Hylactophryne	uno	(Savage, 1985)			Craugastor uno	Eleutherodactylus uno	Eleutherodactylus uno	Vulnerable (VU)	MX		3259	https://amphibiaweb.org/species/3259	
Anura	Craugastoridae		Craugastor	Craugastor	vocalis	(Taylor, 1940)			Craugastor vocalis	Eleutherodactylus vocalis	Eleutherodactylus vocalis	Least Concern (LC)	MX		3279	https://amphibiaweb.org/species/3279	
Anura	Craugastoridae		Craugastor	Craugastor	vulcani	(Shannon & Werler, 1955)			Craugastor vulcani	Eleutherodactylus vulcani	Eleutherodactylus vulcani	Endangered (EN)	MX		6161	https://amphibiaweb.org/species/6161	
Anura	Craugastoridae		Craugastor	Hylactophryne	xucanebi	(Stuart, 1941)			Craugastor xucanebi	Eleutherodactylus xucanebi	Eleutherodactylus xucanebi	Vulnerable (VU)	GT		3289	https://amphibiaweb.org/species/3289	
Anura	Craugastoridae		Craugastor	Hylactophryne	yucatanensis	(Lynch, 1965)			Craugastor yucatanensis	Eleutherodactylus yucatanensis	Eleutherodactylus yucatanensis	Near Threatened (NT)	MX		3291	https://amphibiaweb.org/species/3291	
Anura	Craugastoridae		Craugastor	Craugastor	zunigai	Arias, Hertz & Parra-Olea, 2019	2019	Zuniga's Dirt Frog				Least Concern (LC)	CR		9004	https://amphibiaweb.org/species/9004	
Anura	Craugastoridae		Haddadus		aramunha	(Cassimiro, Verdade & Rodrigues, 2008)	2008		Haddadus aramunha			Data Deficient (DD)	BR		7113	https://amphibiaweb.org/species/7113	
Anura	Craugastoridae		Haddadus		binotatus	(Spix, 1824)			Haddadus binotatus	Eleutherodactylus binotatus	Eleutherodactylus binotatus	Least Concern (LC)	BR		2804	https://amphibiaweb.org/species/2804	
Anura	Craugastoridae		Haddadus		plicifer	(Boulenger, 1888)			Haddadus plicifer	Eleutherodactylus plicifer	Eleutherodactylus plicifer	Data Deficient (DD)	BR		3140	https://amphibiaweb.org/species/3140	
Anura	Cycloramphidae		Cycloramphus		acangatan	Verdade & Rodrigues, 2003			Cycloramphus acangatan			Vulnerable (VU)	BR		6213	https://amphibiaweb.org/species/6213	
Anura	Cycloramphidae		Cycloramphus		asper	Werner, 1899		Werner's Button Frog	Cycloramphus asper	Cycloramphus neglectus	Cycloramphus neglectus	Data Deficient (DD)	BR		2591	https://amphibiaweb.org/species/2591	
Anura	Cycloramphidae		Cycloramphus		bandeirensis	Heyer, 1983		Bandeira Button Frog	Cycloramphus bandeirensis			Data Deficient (DD)	BR		2592	https://amphibiaweb.org/species/2592	
Anura	Cycloramphidae		Cycloramphus		bolitoglossus	(Werner, 1897)		Blumenau Button Frog	Cycloramphus bolitoglossus	Craspedoglossa santaecatharinae, Eupsophus bolitoglossus	Craspedoglossa santaecatharinae, Eupsophus bolitoglossus	Data Deficient (DD)	BR		2593	https://amphibiaweb.org/species/2593	
Anura	Cycloramphidae		Cycloramphus		boraceiensis	Heyer, 1983		Boraceia Button Frog	Cycloramphus boraceiensis			Least Concern (LC)	BR		2594	https://amphibiaweb.org/species/2594	
Anura	Cycloramphidae		Cycloramphus		brasiliensis	(Steindachner, 1864)		Brazilian Button Frog	Cycloramphus brasiliensis			Near Threatened (NT)	BR		2595	https://amphibiaweb.org/species/2595	
Anura	Cycloramphidae		Cycloramphus		carvalhoi	Heyer, 1983		Carvalho's Button Frog	Cycloramphus carvalhoi			Data Deficient (DD)	BR		2596	https://amphibiaweb.org/species/2596	
Anura	Cycloramphidae		Cycloramphus		catarinensis	Heyer, 1983		Santa Catarina Button Frog	Cycloramphus catarinensis			Data Deficient (DD)	BR		2597	https://amphibiaweb.org/species/2597	
Anura	Cycloramphidae		Cycloramphus		cedrensis	Heyer, 1983		Cedros Button Frog 	Cycloramphus cedrensis			Data Deficient (DD)	BR		2598	https://amphibiaweb.org/species/2598	
Anura	Cycloramphidae		Cycloramphus		diringshofeni	Bokermann, 1957		Sao Bento Button Frog	Cycloramphus diringshofeni			Data Deficient (DD)	BR		2599	https://amphibiaweb.org/species/2599	
Anura	Cycloramphidae		Cycloramphus		dubius	(Miranda-Ribeiro, 1920)		Sao Paulo Button Frog	Cycloramphus dubius			Least Concern (LC)	BR		2600	https://amphibiaweb.org/species/2600	
Anura	Cycloramphidae		Cycloramphus		duseni	(Andersson, 1914)		Ypiranga Button Frog	Cycloramphus duseni			Data Deficient (DD)	BR		2601	https://amphibiaweb.org/species/2601	
Anura	Cycloramphidae		Cycloramphus		eleutherodactylus	(Miranda-Ribeiro, 1920)		Alto Button Frog	Cycloramphus eleutherodactylus			Data Deficient (DD)	BR		2602	https://amphibiaweb.org/species/2602	
Anura	Cycloramphidae		Cycloramphus		faustoi	Brasileiro, Haddad, Sawaya & Sazima, 2007	2007		Cycloramphus faustoi			Critically Endangered (CR)	BR		7041	https://amphibiaweb.org/species/7041	
Anura	Cycloramphidae		Cycloramphus		fuliginosus	Tschudi, 1838		Tschudi's Button Frog	Cycloramphus fuliginosus	Cycloramphus fulginosus, Cycloramphus umbrinus	Cycloramphus fulginosus, Cycloramphus umbrinus	Least Concern (LC)	BR		2603	https://amphibiaweb.org/species/2603	
Anura	Cycloramphidae		Cycloramphus		granulosus	Lutz, 1929		Granular Button Frog	Cycloramphus granulosus			Data Deficient (DD)	BR		2604	https://amphibiaweb.org/species/2604	
Anura	Cycloramphidae		Cycloramphus		izecksohni	Heyer, 1983			Cycloramphus izecksohni			Data Deficient (DD)	BR		2605	https://amphibiaweb.org/species/2605	
Anura	Cycloramphidae		Cycloramphus		juimirim	Haddad & Sazima, 1989		Rio Verde Button Frog	Cycloramphus juimirim			Data Deficient (DD)	BR		2607	https://amphibiaweb.org/species/2607	
Anura	Cycloramphidae		Cycloramphus		lithomimeticus	Silva & Ouvernay, 2012	2012						BR		7880	https://amphibiaweb.org/species/7880	
Anura	Cycloramphidae		Cycloramphus		lutzorum	Heyer, 1983			Cycloramphus lutzorum			Data Deficient (DD)	BR		2608	https://amphibiaweb.org/species/2608	
Anura	Cycloramphidae		Cycloramphus		migueli	Heyer, 1988			Cycloramphus migueli			Data Deficient (DD)	BR		2609	https://amphibiaweb.org/species/2609	
Anura	Cycloramphidae		Cycloramphus		mirandaribeiroi	Heyer, 1983			Cycloramphus mirandaribeiroi			Data Deficient (DD)	BR		2610	https://amphibiaweb.org/species/2610	
Anura	Cycloramphidae		Cycloramphus		ohausi	(Wandolleck, 1907)			Cycloramphus ohausi			Data Deficient (DD)	BR		2611	https://amphibiaweb.org/species/2611	
Anura	Cycloramphidae		Cycloramphus		organensis	Weber, Verdade, Salles, Fouquet & Carvalho-e-Silva, 2011	2011		Cycloramphus organensis			Data Deficient (DD)	BR		7614	https://amphibiaweb.org/species/7614	
Anura	Cycloramphidae		Cycloramphus		rhyakonastes	Heyer, 1983		Heyer's Button Frog	Cycloramphus rhyakonastes			Least Concern (LC)	BR		2612	https://amphibiaweb.org/species/2612	
Anura	Cycloramphidae		Cycloramphus		semipalmatus	(Miranda-Ribeiro, 1920)			Cycloramphus semipalmatus			Near Threatened (NT)	BR		2613	https://amphibiaweb.org/species/2613	
Anura	Cycloramphidae		Cycloramphus		stejnegeri	(Noble, 1924)		Stejneger's Button Frog	Cycloramphus stejnegeri	Craspedoglossa stejnegeri	Craspedoglossa stejnegeri	Data Deficient (DD)	BR		2614	https://amphibiaweb.org/species/2614	
Anura	Cycloramphidae		Cycloramphus		valae	Heyer, 1983		Gruta Button Frog	Cycloramphus valae			Data Deficient (DD)	BR		2615	https://amphibiaweb.org/species/2615	
Anura	Cycloramphidae		Thoropa		bryomantis		2021						BR		9398	https://amphibiaweb.org/species/9398	
Anura	Cycloramphidae		Thoropa		lutzi	Cochran, 1938			Thoropa lutzi			Endangered (EN)	BR		2733	https://amphibiaweb.org/species/2733	
Anura	Cycloramphidae		Thoropa		megatympanum	Caramaschi & Sazima, 1984			Thoropa megatympanum			Least Concern (LC)	BR		2734	https://amphibiaweb.org/species/2734	
Anura	Cycloramphidae		Thoropa		miliaris	(Spix, 1824)			Thoropa miliaris			Least Concern (LC)	BR		2735	https://amphibiaweb.org/species/2735	
Anura	Cycloramphidae		Thoropa		petropolitana	(Wandolleck, 1907)			Thoropa petropolitana			Vulnerable (VU)	BR		2736	https://amphibiaweb.org/species/2736	
Anura	Cycloramphidae		Thoropa		saxatilis	Cocroft & Heyer, 1988			Thoropa saxatilis			Near Threatened (NT)	BR		2737	https://amphibiaweb.org/species/2737	
Anura	Cycloramphidae		Thoropa		taophora	(Miranda-Ribeiro, 1923)	2006						BR		7305	https://amphibiaweb.org/species/7305	
Anura	Cycloramphidae		Zachaenus		carvalhoi	Izecksohn, 1983		Carvalho's Bug-eyed Frog	Zachaenus carvalhoi			Data Deficient (DD)	BR		2739	https://amphibiaweb.org/species/2739	Guedes, JJM, CL de Assis, CM Novaes, JA Dergam, and RN Feio. 2019. Filling knowledge gaps   about the 'Data Deficient' species <i>Zachaenus carvalhoi</i> Izecksohn, 1983 (Anura,   Cycloramphidae): an endemic frog from the Atlantic Forest of southeastern Brazil.    Herpetology Notes 12:113-204.
Anura	Cycloramphidae		Zachaenus		parvulus	(Girard, 1853)		Rio Bug-eyed Frog, Girard's Frog	Zachaenus parvulus	Cycloramphus parvulus		Least Concern (LC)	AR,BR		2740	https://amphibiaweb.org/species/2740	Guedes, JJM, CL de Assis, CM Novaes, JA Dergam, and RN Feio. 2019. Filling knowledge gaps     about the 'Data Deficient' species <i>Zachaenus carvalhoi</i> Izecksohn, 1983 (Anura,     Cycloramphidae): an endemic frog from the Atlantic Forest of southeastern Brazil.      Herpetology Notes 12:113-204.
Anura	Dendrobatidae	Aromobatinae	Allobates		alessandroi	(Grant & Rodríguez, 2001)		Montane Rocket Frog	Allobates alessandroi	Colostethus alessandroi	Colostethus alessandroi	Endangered (EN)	PE		5993	https://amphibiaweb.org/species/5993	
